1e19A1.pdb1	1e19B1.pdb1	2417.0
3e1lC2.pdb1	3e1lH2.pdb1	529.5
3e1lC2.pdb1	3e1lD2.pdb1	917.0
3e1lC2.pdb1	3e1lA1.pdb1	537.95
3e1lE2.pdb1	3e1lL1.pdb1	519.9
3e1lE2.pdb1	3e1lF2.pdb1	916.3
3e1lE2.pdb1	3e1lD1.pdb1	31.9
3e1lE2.pdb1	3e1lH1.pdb1	538.6
3e1lE2.pdb1	3e1lI2.pdb1	539.95
3e1lA2.pdb1	3e1lJ2.pdb1	526.5
3e1lA2.pdb1	3e1lC1.pdb1	537.95
3e1lA2.pdb1	3e1lB2.pdb1	914.25
3e1lA2.pdb1	3e1lD1.pdb1	519.7
3e1lA2.pdb1	3e1lA1.pdb1	32.3
3e1lJ2.pdb1	3e1lB2.pdb1	535.3
3e1lJ2.pdb1	3e1lK2.pdb1	540.9
3e1lJ2.pdb1	3e1lG2.pdb1	28.35
3e1lJ2.pdb1	3e1lD1.pdb1	526.25
3e1lJ2.pdb1	3e1lI2.pdb1	914.4
3e1lC1.pdb1	3e1lB1.pdb1	522.05
3e1lC1.pdb1	3e1lD1.pdb1	917.05
3e1lC1.pdb1	3e1lA1.pdb1	536.55
3e1lC1.pdb1	3e1lH1.pdb1	529.5
3e1lL1.pdb1	3e1lF1.pdb1	532.5
3e1lL1.pdb1	3e1lK1.pdb1	914.75
3e1lL1.pdb1	3e1lL2.pdb1	34.2
3e1lL1.pdb1	3e1lF2.pdb1	545.15
3e1lB2.pdb1	3e1lH2.pdb1	520.75
3e1lB2.pdb1	3e1lK2.pdb1	32.95
3e1lB2.pdb1	3e1lG2.pdb1	542.2
3e1lH2.pdb1	3e1lG2.pdb1	918.5
3e1lH2.pdb1	3e1lD2.pdb1	540.4
3e1lH2.pdb1	3e1lI1.pdb1	31.85
3e1lH2.pdb1	3e1lE1.pdb1	538.6
3e1lB1.pdb1	3e1lK1.pdb1	32.95
3e1lB1.pdb1	3e1lJ1.pdb1	535.3
3e1lB1.pdb1	3e1lA1.pdb1	914.25
3e1lB1.pdb1	3e1lH1.pdb1	520.75
3e1lK2.pdb1	3e1lG2.pdb1	534.0
3e1lK2.pdb1	3e1lL2.pdb1	914.75
3e1lK2.pdb1	3e1lF2.pdb1	525.2
3e1lK2.pdb1	3e1lI2.pdb1	519.0
3e1lF1.pdb1	3e1lK1.pdb1	525.2
3e1lF1.pdb1	3e1lL2.pdb1	545.15
3e1lF1.pdb1	3e1lI1.pdb1	523.6
3e1lF1.pdb1	3e1lF2.pdb1	29.4
3e1lF1.pdb1	3e1lE1.pdb1	916.3
3e1lG2.pdb1	3e1lL2.pdb1	521.0
3e1lG2.pdb1	3e1lE1.pdb1	526.8
3e1lD2.pdb1	3e1lI1.pdb1	541.4
3e1lD2.pdb1	3e1lJ1.pdb1	526.25
3e1lD2.pdb1	3e1lE1.pdb1	31.9
3e1lD2.pdb1	3e1lA1.pdb1	519.7
3e1lK1.pdb1	3e1lI1.pdb1	519.0
3e1lK1.pdb1	3e1lJ1.pdb1	540.9
3e1lL2.pdb1	3e1lF2.pdb1	532.5
3e1lL2.pdb1	3e1lE1.pdb1	519.9
3e1lI1.pdb1	3e1lJ1.pdb1	914.4
3e1lI1.pdb1	3e1lE1.pdb1	539.95
3e1lJ1.pdb1	3e1lA1.pdb1	526.5
3e1lF2.pdb1	3e1lI2.pdb1	523.6
3e1lD1.pdb1	3e1lH1.pdb1	540.4
3e1lD1.pdb1	3e1lI2.pdb1	541.4
3e1lH1.pdb1	3e1lI2.pdb1	31.85
1e1rF1.pdb1	1e1rD1.pdb1	77.65
1e1rF1.pdb1	1e1rC1.pdb1	2221.4
1e1rF1.pdb1	1e1rG1.pdb1	477.0
1e1rF1.pdb1	1e1rB1.pdb1	2151.1
1e1rD1.pdb1	1e1rC1.pdb1	2989.85
1e1rD1.pdb1	1e1rG1.pdb1	587.55
1e1rD1.pdb1	1e1rA1.pdb1	2492.3
1e1rC1.pdb1	1e1rG1.pdb1	203.4
1e1rG1.pdb1	1e1rB1.pdb1	202.2
1e1rG1.pdb1	1e1rE1.pdb1	509.4
1e1rG1.pdb1	1e1rA1.pdb1	624.9
1e1rB1.pdb1	1e1rE1.pdb1	1848.5
1e1rE1.pdb1	1e1rA1.pdb1	1759.2
1e1fA1.pdb1	1e1fB1.pdb1	972.75
3e1iD1.pdb2	3e1iF1.pdb2	645.35
3e1iD1.pdb2	3e1iE1.pdb2	1732.7
3e1iF1.pdb2	3e1iE1.pdb2	1913.45
3e1iF1.pdb2	3e1iH1.pdb2	376.9
2e1cA3.pdb1	2e1cB1.pdb1	285.45
2e1cA3.pdb1	2e1cA2.pdb1	3026.2
2e1cA3.pdb1	2e1cD1.pdb1	257.0
2e1cB1.pdb1	2e1cA2.pdb1	258.05
2e1cB1.pdb1	2e1cD1.pdb1	755.05
2e1cA2.pdb1	2e1cD1.pdb1	286.05
6e17D2.pdb2	6e17C1.pdb2	1631.3
4e1hE1.pdb1	4e1hA1.pdb1	36.25
4e1hE1.pdb1	4e1hB1.pdb1	76.4
4e1hE1.pdb1	4e1hD1.pdb1	67.85
4e1hE1.pdb1	4e1hH1.pdb1	30.95
4e1hE1.pdb1	4e1hF1.pdb1	274.25
4e1hE1.pdb1	4e1hI1.pdb1	40.1
4e1hE1.pdb1	4e1hC1.pdb1	152.5
4e1hG1.pdb1	4e1hL1.pdb1	38.9
4e1hG1.pdb1	4e1hH1.pdb1	288.4
4e1hG1.pdb1	4e1hF1.pdb1	34.95
4e1hG1.pdb1	4e1hI1.pdb1	119.75
4e1hG1.pdb1	4e1hC1.pdb1	34.7
4e1hG1.pdb1	4e1hK1.pdb1	44.9
4e1hG1.pdb1	4e1hJ1.pdb1	86.8
4e1hA1.pdb1	4e1hB1.pdb1	257.2
4e1hA1.pdb1	4e1hL1.pdb1	106.75
4e1hA1.pdb1	4e1hD1.pdb1	30.85
4e1hA1.pdb1	4e1hF1.pdb1	17.95
4e1hA1.pdb1	4e1hI1.pdb1	41.7
4e1hA1.pdb1	4e1hK1.pdb1	153.25
4e1hA1.pdb1	4e1hJ1.pdb1	42.05
4e1hB1.pdb1	4e1hL1.pdb1	30.6
4e1hB1.pdb1	4e1hD1.pdb1	315.3
4e1hB1.pdb1	4e1hH1.pdb1	0.3
4e1hB1.pdb1	4e1hF1.pdb1	40.65
4e1hB1.pdb1	4e1hI1.pdb1	7.0
4e1hB1.pdb1	4e1hC1.pdb1	28.5
4e1hB1.pdb1	4e1hK1.pdb1	72.65
4e1hL1.pdb1	4e1hD1.pdb1	36.2
4e1hL1.pdb1	4e1hH1.pdb1	33.85
4e1hL1.pdb1	4e1hF1.pdb1	26.15
4e1hL1.pdb1	4e1hI1.pdb1	30.75
4e1hL1.pdb1	4e1hC1.pdb1	1.2
4e1hL1.pdb1	4e1hK1.pdb1	289.05
4e1hL1.pdb1	4e1hJ1.pdb1	285.7
4e1hD1.pdb1	4e1hH1.pdb1	22.25
4e1hD1.pdb1	4e1hF1.pdb1	36.85
4e1hD1.pdb1	4e1hC1.pdb1	301.6
4e1hD1.pdb1	4e1hK1.pdb1	71.15
4e1hH1.pdb1	4e1hF1.pdb1	300.85
4e1hH1.pdb1	4e1hI1.pdb1	92.75
4e1hH1.pdb1	4e1hC1.pdb1	62.7
4e1hH1.pdb1	4e1hK1.pdb1	30.05
4e1hH1.pdb1	4e1hJ1.pdb1	69.3
4e1hF1.pdb1	4e1hI1.pdb1	65.45
4e1hF1.pdb1	4e1hC1.pdb1	96.6
4e1hF1.pdb1	4e1hK1.pdb1	2.5
4e1hF1.pdb1	4e1hJ1.pdb1	21.35
4e1hI1.pdb1	4e1hJ1.pdb1	300.5
4e1hC1.pdb1	4e1hK1.pdb1	47.5
4e1hK1.pdb1	4e1hJ1.pdb1	37.0
2e10B1.pdb1	2e10A1.pdb1	1029.35
4e1jD1.pdb1	4e1jA1.pdb1	1067.55
3e17B1.pdb1	3e17A1.pdb1	2738.6
3e18A1.pdb1	3e18B1.pdb1	2259.15
4e1oE1.pdb3	4e1oF1.pdb3	6485.1
4e1rB1.pdb1	4e1rA1.pdb1	1559.9
2e1aB1.pdb1	2e1aC1.pdb1	766.65
2e1aB1.pdb1	2e1aA2.pdb1	430.75
2e1aB1.pdb1	2e1aA1.pdb1	504.1
2e1aB1.pdb1	2e1aD1.pdb1	321.65
2e1aC1.pdb1	2e1aA2.pdb1	264.4
2e1aC1.pdb1	2e1aA1.pdb1	26.2
2e1aC1.pdb1	2e1aD1.pdb1	487.3
2e1aC1.pdb1	2e1aD2.pdb1	199.8
2e1aC2.pdb1	2e1aA2.pdb1	26.25
2e1aC2.pdb1	2e1aA1.pdb1	264.4
2e1aC2.pdb1	2e1aB2.pdb1	766.7
2e1aC2.pdb1	2e1aD1.pdb1	199.8
2e1aC2.pdb1	2e1aD2.pdb1	487.35
2e1aA2.pdb1	2e1aB2.pdb1	504.1
2e1aA2.pdb1	2e1aD2.pdb1	843.05
2e1aA1.pdb1	2e1aB2.pdb1	430.7
2e1aA1.pdb1	2e1aD1.pdb1	843.0
2e1aB2.pdb1	2e1aD2.pdb1	321.7
3e1yH1.pdb4	3e1yD1.pdb4	511.85
5e1tC1.pdb1	5e1tA1.pdb1	1074.75
5e1tC1.pdb1	5e1tB1.pdb1	1261.15
5e1tA1.pdb1	5e1tB1.pdb1	1169.35
3e19B1.pdb2	3e19D1.pdb2	190.9
3e19B1.pdb2	3e19A1.pdb2	602.05
3e19B1.pdb2	3e19C1.pdb2	526.35
3e19D1.pdb2	3e19A1.pdb2	535.35
3e19D1.pdb2	3e19A2.pdb2	351.2
3e19A1.pdb2	3e19A2.pdb2	338.3
3e19A1.pdb2	3e19D2.pdb2	351.2
3e19B2.pdb2	3e19A2.pdb2	602.05
3e19B2.pdb2	3e19C2.pdb2	526.35
3e19B2.pdb2	3e19D2.pdb2	190.9
3e19A2.pdb2	3e19D2.pdb2	535.35
3e1mH2.pdb1	3e1mE1.pdb1	559.25
3e1mH2.pdb1	3e1mG2.pdb1	903.4
3e1mH2.pdb1	3e1mB2.pdb1	505.9
3e1mH2.pdb1	3e1mC2.pdb1	513.35
3e1mH2.pdb1	3e1mD2.pdb1	559.35
3e1mH2.pdb1	3e1mI1.pdb1	57.5
3e1mG1.pdb1	3e1mJ1.pdb1	54.9
3e1mG1.pdb1	3e1mE2.pdb1	510.9
3e1mG1.pdb1	3e1mL1.pdb1	506.1
3e1mG1.pdb1	3e1mH1.pdb1	903.4
3e1mG1.pdb1	3e1mK1.pdb1	553.9
3e1mG1.pdb1	3e1mB1.pdb1	561.8
3e1mJ1.pdb1	3e1mA1.pdb1	512.9
3e1mJ1.pdb1	3e1mK1.pdb1	563.25
3e1mJ1.pdb1	3e1mB1.pdb1	556.65
3e1mJ1.pdb1	3e1mD2.pdb1	510.3
3e1mJ1.pdb1	3e1mI1.pdb1	900.3
3e1mE1.pdb1	3e1mL2.pdb1	505.55
3e1mE1.pdb1	3e1mG2.pdb1	510.9
3e1mE1.pdb1	3e1mD2.pdb1	57.9
3e1mE1.pdb1	3e1mI1.pdb1	560.55
3e1mE1.pdb1	3e1mF1.pdb1	901.25
3e1mC1.pdb1	3e1mA2.pdb1	560.25
3e1mC1.pdb1	3e1mA1.pdb1	557.75
3e1mC1.pdb1	3e1mH1.pdb1	513.35
3e1mC1.pdb1	3e1mC2.pdb1	56.2
3e1mC1.pdb1	3e1mB1.pdb1	506.8
3e1mC1.pdb1	3e1mD1.pdb1	904.65
3e1mE2.pdb1	3e1mI2.pdb1	560.6
3e1mE2.pdb1	3e1mL1.pdb1	505.55
3e1mE2.pdb1	3e1mF2.pdb1	901.25
3e1mE2.pdb1	3e1mH1.pdb1	559.25
3e1mE2.pdb1	3e1mD1.pdb1	57.9
3e1mI2.pdb1	3e1mF2.pdb1	507.75
3e1mI2.pdb1	3e1mJ2.pdb1	900.35
3e1mI2.pdb1	3e1mK2.pdb1	506.05
3e1mI2.pdb1	3e1mH1.pdb1	57.5
3e1mI2.pdb1	3e1mD1.pdb1	562.0
3e1mL2.pdb1	3e1mL1.pdb1	64.6
3e1mL2.pdb1	3e1mG2.pdb1	506.1
3e1mL2.pdb1	3e1mF2.pdb1	553.7
3e1mL2.pdb1	3e1mK2.pdb1	905.35
3e1mL2.pdb1	3e1mF1.pdb1	564.8
3e1mL1.pdb1	3e1mF2.pdb1	564.8
3e1mL1.pdb1	3e1mK1.pdb1	905.35
3e1mL1.pdb1	3e1mF1.pdb1	553.7
3e1mG2.pdb1	3e1mJ2.pdb1	54.9
3e1mG2.pdb1	3e1mK2.pdb1	553.9
3e1mG2.pdb1	3e1mB2.pdb1	561.8
3e1mF2.pdb1	3e1mK2.pdb1	512.35
3e1mF2.pdb1	3e1mF1.pdb1	52.5
3e1mJ2.pdb1	3e1mA2.pdb1	512.9
3e1mJ2.pdb1	3e1mK2.pdb1	563.25
3e1mJ2.pdb1	3e1mB2.pdb1	556.65
3e1mJ2.pdb1	3e1mD1.pdb1	510.35
3e1mA2.pdb1	3e1mA1.pdb1	61.4
3e1mA2.pdb1	3e1mB2.pdb1	904.15
3e1mA2.pdb1	3e1mC2.pdb1	557.75
3e1mA2.pdb1	3e1mD1.pdb1	506.2
3e1mK2.pdb1	3e1mB2.pdb1	63.4
3e1mA1.pdb1	3e1mC2.pdb1	560.25
3e1mA1.pdb1	3e1mB1.pdb1	904.15
3e1mA1.pdb1	3e1mD2.pdb1	506.2
3e1mH1.pdb1	3e1mB1.pdb1	505.9
3e1mH1.pdb1	3e1mD1.pdb1	559.4
3e1mB2.pdb1	3e1mC2.pdb1	506.8
3e1mC2.pdb1	3e1mD2.pdb1	904.65
3e1mK1.pdb1	3e1mB1.pdb1	63.4
3e1mK1.pdb1	3e1mI1.pdb1	506.1
3e1mK1.pdb1	3e1mF1.pdb1	512.35
3e1mD2.pdb1	3e1mI1.pdb1	562.0
3e1mI1.pdb1	3e1mF1.pdb1	507.75
2e1fA2.pdb2	2e1fA1.pdb2	424.2
3e1qK2.pdb1	3e1qJ2.pdb1	579.75
3e1qK2.pdb1	3e1qG2.pdb1	573.0
3e1qK2.pdb1	3e1qB2.pdb1	34.15
3e1qK2.pdb1	3e1qF2.pdb1	507.6
3e1qK2.pdb1	3e1qL2.pdb1	901.5
3e1qK2.pdb1	3e1qI2.pdb1	501.2
3e1qB1.pdb1	3e1qA1.pdb1	900.95
3e1qB1.pdb1	3e1qJ1.pdb1	575.0
3e1qB1.pdb1	3e1qK1.pdb1	34.15
3e1qB1.pdb1	3e1qC1.pdb1	505.55
3e1qB1.pdb1	3e1qH1.pdb1	502.4
3e1qB1.pdb1	3e1qG1.pdb1	581.35
3e1qA1.pdb1	3e1qJ1.pdb1	509.9
3e1qA1.pdb1	3e1qC2.pdb1	579.05
3e1qA1.pdb1	3e1qA2.pdb1	33.5
3e1qA1.pdb1	3e1qC1.pdb1	576.35
3e1qA1.pdb1	3e1qD2.pdb1	502.55
3e1qJ1.pdb1	3e1qK1.pdb1	579.75
3e1qJ1.pdb1	3e1qG1.pdb1	29.6
3e1qJ1.pdb1	3e1qI1.pdb1	900.6
3e1qJ1.pdb1	3e1qD2.pdb1	509.15
3e1qE1.pdb1	3e1qG2.pdb1	507.9
3e1qE1.pdb1	3e1qF1.pdb1	901.25
3e1qE1.pdb1	3e1qL2.pdb1	501.4
3e1qE1.pdb1	3e1qI1.pdb1	580.8
3e1qE1.pdb1	3e1qD2.pdb1	32.3
3e1qE1.pdb1	3e1qH2.pdb1	579.4
3e1qC2.pdb1	3e1qB2.pdb1	505.55
3e1qC2.pdb1	3e1qA2.pdb1	576.35
3e1qC2.pdb1	3e1qC1.pdb1	30.5
3e1qC2.pdb1	3e1qD2.pdb1	904.35
3e1qC2.pdb1	3e1qH2.pdb1	510.85
3e1qJ2.pdb1	3e1qG2.pdb1	29.6
3e1qJ2.pdb1	3e1qB2.pdb1	575.0
3e1qJ2.pdb1	3e1qA2.pdb1	509.9
3e1qJ2.pdb1	3e1qI2.pdb1	900.6
3e1qJ2.pdb1	3e1qD1.pdb1	509.15
3e1qG2.pdb1	3e1qB2.pdb1	581.35
3e1qG2.pdb1	3e1qL2.pdb1	504.05
3e1qG2.pdb1	3e1qH2.pdb1	904.05
3e1qK1.pdb1	3e1qF1.pdb1	507.65
3e1qK1.pdb1	3e1qG1.pdb1	573.0
3e1qK1.pdb1	3e1qI1.pdb1	501.2
3e1qK1.pdb1	3e1qL1.pdb1	901.5
3e1qB2.pdb1	3e1qA2.pdb1	900.95
3e1qB2.pdb1	3e1qH2.pdb1	502.4
3e1qF1.pdb1	3e1qF2.pdb1	29.25
3e1qF1.pdb1	3e1qL2.pdb1	581.65
3e1qF1.pdb1	3e1qI1.pdb1	505.55
3e1qF1.pdb1	3e1qL1.pdb1	571.85
3e1qA2.pdb1	3e1qC1.pdb1	579.05
3e1qA2.pdb1	3e1qD1.pdb1	502.55
3e1qF2.pdb1	3e1qL2.pdb1	571.8
3e1qF2.pdb1	3e1qI2.pdb1	505.5
3e1qF2.pdb1	3e1qE2.pdb1	901.2
3e1qF2.pdb1	3e1qL1.pdb1	581.6
3e1qC1.pdb1	3e1qH1.pdb1	510.9
3e1qC1.pdb1	3e1qD1.pdb1	904.35
3e1qL2.pdb1	3e1qL1.pdb1	34.15
3e1qH1.pdb1	3e1qI2.pdb1	31.7
3e1qH1.pdb1	3e1qG1.pdb1	904.05
3e1qH1.pdb1	3e1qE2.pdb1	579.4
3e1qH1.pdb1	3e1qD1.pdb1	580.35
3e1qI2.pdb1	3e1qE2.pdb1	580.8
3e1qI2.pdb1	3e1qD1.pdb1	582.25
3e1qG1.pdb1	3e1qE2.pdb1	507.85
3e1qG1.pdb1	3e1qL1.pdb1	504.05
3e1qI1.pdb1	3e1qD2.pdb1	582.25
3e1qI1.pdb1	3e1qH2.pdb1	31.7
3e1qE2.pdb1	3e1qL1.pdb1	501.45
3e1qE2.pdb1	3e1qD1.pdb1	32.3
3e1qD2.pdb1	3e1qH2.pdb1	580.35
6e1mA1.pdb1	6e1mB1.pdb1	3057.65
5e1xA2.pdb1	5e1xA1.pdb1	3819.3
1e1yA1.pdb1	1e1yA2.pdb1	3136.65
5e1mD1.pdb1	5e1mA1.pdb1	497.4
6e13A2.pdb1	6e13A1.pdb1	2168.8
3e1wA1.pdb1	3e1wB2.pdb1	904.65
3e1wA1.pdb1	3e1wA2.pdb1	252.85
3e1wA1.pdb1	3e1wB1.pdb1	1502.9
3e1wB2.pdb1	3e1wA2.pdb1	1502.9
3e1wB2.pdb1	3e1wB1.pdb1	255.9
3e1wA2.pdb1	3e1wB1.pdb1	904.65
4e1eA1.pdb1	4e1eA2.pdb1	3029.4
6e1xA1.pdb1	6e1xD3.pdb1	700.15
6e1xA1.pdb1	6e1xE4.pdb1	696.3
6e1xA1.pdb1	6e1xD1.pdb1	333.85
6e1xA1.pdb1	6e1xE1.pdb1	941.25
6e1xD3.pdb1	6e1xD1.pdb1	946.8
6e1xD3.pdb1	6e1xA3.pdb1	333.85
6e1xD3.pdb1	6e1xE3.pdb1	750.2
6e1xE4.pdb1	6e1xD4.pdb1	750.2
6e1xE4.pdb1	6e1xA4.pdb1	941.25
6e1xE4.pdb1	6e1xE1.pdb1	284.2
6e1xA2.pdb1	6e1xD2.pdb1	333.85
6e1xA2.pdb1	6e1xD4.pdb1	700.15
6e1xA2.pdb1	6e1xE2.pdb1	941.25
6e1xA2.pdb1	6e1xE3.pdb1	696.3
6e1xD1.pdb1	6e1xA3.pdb1	700.15
6e1xD1.pdb1	6e1xE1.pdb1	750.2
6e1xA3.pdb1	6e1xE2.pdb1	696.3
6e1xA3.pdb1	6e1xE3.pdb1	941.25
6e1xD2.pdb1	6e1xD4.pdb1	946.8
6e1xD2.pdb1	6e1xE2.pdb1	750.2
6e1xD2.pdb1	6e1xA4.pdb1	700.15
6e1xD4.pdb1	6e1xA4.pdb1	333.85
6e1xE2.pdb1	6e1xE3.pdb1	284.2
6e1xA4.pdb1	6e1xE1.pdb1	696.3
5e1rA1.pdb1	5e1rC1.pdb1	2539.7
5e1rA1.pdb1	5e1rB1.pdb1	2541.0
5e1rC1.pdb1	5e1rB1.pdb1	2371.7
2e16A1.pdb1	2e16B1.pdb1	2433.15
3e1eA1.pdb1	3e1eH1.pdb1	1172.6
3e1eA1.pdb1	3e1eB1.pdb1	484.85
3e1eA1.pdb1	3e1eF1.pdb1	248.05
3e1eH1.pdb1	3e1eB1.pdb1	255.75
3e1eH1.pdb1	3e1eF1.pdb1	461.8
3e1eB1.pdb1	3e1eF1.pdb1	1212.5
3e1vA1.pdb2	3e1vB1.pdb2	1508.95
3e1rC1.pdb1	3e1rA1.pdb1	528.55
3e1rC1.pdb1	3e1rB1.pdb1	221.55
3e1rA1.pdb1	3e1rB1.pdb1	1126.75
5e1jA2.pdb1	5e1jA1.pdb1	3655.7
4e1jC1.pdb2	4e1jB1.pdb2	1257.65
1e1oA2.pdb1	1e1oA1.pdb1	4313.15
5e1gA1.pdb3	5e1gB2.pdb3	961.15
5e1zB1.pdb1	5e1zB2.pdb1	3814.6
6e1011.pdb1	6e1031.pdb1	68.1
6e1011.pdb1	6e10h1.pdb1	563.5
6e1011.pdb1	6e10B1.pdb1	270.9
6e1011.pdb1	6e1021.pdb1	4771.05
6e1011.pdb1	6e1001.pdb1	205.9
6e1011.pdb1	6e10g1.pdb1	342.0
6e1011.pdb1	6e10A1.pdb1	229.1
6e1011.pdb1	6e10a1.pdb1	439.1
6e1011.pdb1	6e1061.pdb1	302.6
6e1031.pdb1	6e10b1.pdb1	191.15
6e1031.pdb1	6e1051.pdb1	69.2
6e1031.pdb1	6e10j1.pdb1	431.4
6e1031.pdb1	6e1021.pdb1	5050.7
6e1031.pdb1	6e1041.pdb1	5114.2
6e1031.pdb1	6e10D1.pdb1	425.95
6e1031.pdb1	6e1001.pdb1	169.85
6e1031.pdb1	6e10c1.pdb1	431.85
6e1031.pdb1	6e10C1.pdb1	977.05
6e10E1.pdb1	6e10e1.pdb1	1234.05
6e10E1.pdb1	6e10F1.pdb1	1427.75
6e10E1.pdb1	6e1051.pdb1	643.75
6e10E1.pdb1	6e1041.pdb1	286.5
6e10E1.pdb1	6e10d1.pdb1	1721.2
6e10E1.pdb1	6e10D1.pdb1	1430.15
6e10E1.pdb1	6e10c1.pdb1	246.9
6e10e1.pdb1	6e10F1.pdb1	1699.35
6e10e1.pdb1	6e10f1.pdb1	461.9
6e10e1.pdb1	6e1051.pdb1	1.6
6e10e1.pdb1	6e10d1.pdb1	453.4
6e10e1.pdb1	6e10G1.pdb1	247.75
6e10e1.pdb1	6e10l1.pdb1	146.15
6e10i1.pdb1	6e10b1.pdb1	122.7
6e10i1.pdb1	6e1021.pdb1	444.85
6e10k1.pdb1	6e1041.pdb1	512.45
6e10k1.pdb1	6e10d1.pdb1	206.95
6e10F1.pdb1	6e10f1.pdb1	1208.15
6e10F1.pdb1	6e1051.pdb1	194.8
6e10F1.pdb1	6e10d1.pdb1	247.35
6e10F1.pdb1	6e10G1.pdb1	1423.55
6e10F1.pdb1	6e1061.pdb1	406.3
6e10f1.pdb1	6e10g1.pdb1	546.1
6e10f1.pdb1	6e10G1.pdb1	1725.95
6e10f1.pdb1	6e10A1.pdb1	247.15
6e10f1.pdb1	6e10m1.pdb1	135.6
6e10h1.pdb1	6e10a1.pdb1	192.95
6e10B1.pdb1	6e10b1.pdb1	1212.35
6e10B1.pdb1	6e1021.pdb1	855.0
6e10B1.pdb1	6e10g1.pdb1	247.55
6e10B1.pdb1	6e10A1.pdb1	1419.75
6e10B1.pdb1	6e10a1.pdb1	1732.3
6e10B1.pdb1	6e10C1.pdb1	1426.4
6e10b1.pdb1	6e1021.pdb1	327.3
6e10b1.pdb1	6e10D1.pdb1	247.25
6e10b1.pdb1	6e10a1.pdb1	449.15
6e10b1.pdb1	6e10c1.pdb1	504.5
6e10b1.pdb1	6e10C1.pdb1	1741.1
6e1051.pdb1	6e1041.pdb1	4949.15
6e1051.pdb1	6e1001.pdb1	178.9
6e1051.pdb1	6e10l1.pdb1	547.3
6e1051.pdb1	6e1061.pdb1	4355.25
6e10j1.pdb1	6e10c1.pdb1	158.2
6e1021.pdb1	6e1041.pdb1	55.0
6e1021.pdb1	6e1001.pdb1	185.9
6e1021.pdb1	6e10a1.pdb1	155.7
6e1021.pdb1	6e10C1.pdb1	378.9
6e1041.pdb1	6e10d1.pdb1	368.7
6e1041.pdb1	6e10D1.pdb1	917.95
6e1041.pdb1	6e1001.pdb1	160.3
6e1041.pdb1	6e10c1.pdb1	155.3
6e1041.pdb1	6e1061.pdb1	65.8
6e10n1.pdb1	6e10g1.pdb1	147.2
6e10d1.pdb1	6e10D1.pdb1	1193.2
6e10d1.pdb1	6e10c1.pdb1	474.9
6e10D1.pdb1	6e10c1.pdb1	1729.75
6e10D1.pdb1	6e10C1.pdb1	1423.35
6e1001.pdb1	6e1061.pdb1	203.55
6e10g1.pdb1	6e10G1.pdb1	1193.05
6e10g1.pdb1	6e10A1.pdb1	1703.55
6e10g1.pdb1	6e10a1.pdb1	433.1
6e10G1.pdb1	6e10A1.pdb1	1422.25
6e10A1.pdb1	6e10a1.pdb1	1216.5
6e10a1.pdb1	6e10C1.pdb1	246.15
6e10c1.pdb1	6e10C1.pdb1	1226.55
6e17A1.pdb1	6e17B1.pdb1	1628.15
6e14G1.pdb1	6e14F1.pdb1	1127.55
6e14G1.pdb1	6e14C1.pdb1	186.25
6e14G1.pdb1	6e14H1.pdb1	1143.7
6e14G1.pdb1	6e14D1.pdb1	1730.05
6e14F1.pdb1	6e14C1.pdb1	1453.1
6e14F1.pdb1	6e14D1.pdb1	343.05
6e14C1.pdb1	6e14D1.pdb1	1399.8
6e14H1.pdb1	6e14D1.pdb1	336.0
3e19B1.pdb1	3e19C1.pdb1	526.35
3e19B1.pdb1	3e19D1.pdb1	190.9
3e19B1.pdb1	3e19A1.pdb1	602.05
3e19D2.pdb1	3e19C1.pdb1	456.2
3e19D2.pdb1	3e19A2.pdb1	535.35
3e19D2.pdb1	3e19B2.pdb1	190.9
3e19C2.pdb1	3e19B2.pdb1	526.35
3e19C2.pdb1	3e19D1.pdb1	456.2
3e19A2.pdb1	3e19B2.pdb1	602.05
3e19D1.pdb1	3e19A1.pdb1	535.35
3e19B3.pdb3	3e19C3.pdb3	526.35
3e19D1.pdb3	3e19A2.pdb3	351.2
3e19D1.pdb3	3e19C4.pdb3	456.2
3e19D1.pdb3	3e19A1.pdb3	535.35
3e19A2.pdb3	3e19D2.pdb3	535.35
3e19A2.pdb3	3e19A1.pdb3	338.3
3e19C3.pdb3	3e19D2.pdb3	456.2
3e19B4.pdb3	3e19C4.pdb3	526.35
3e19D2.pdb3	3e19A1.pdb3	351.2
5e1aB1.pdb1	5e1aA1.pdb1	1811.9
4e1mA2.pdb1	4e1mA1.pdb1	1290.3
4e13A1.pdb1	4e13A2.pdb1	1618.2
5e15B1.pdb1	5e15A1.pdb1	1590.3
5e15B1.pdb1	5e15D1.pdb1	489.2
5e15A1.pdb1	5e15C1.pdb1	458.7
4e1kA3.pdb1	4e1kA2.pdb1	2178.85
4e1kA3.pdb1	4e1kA1.pdb1	2178.9
4e1kA2.pdb1	4e1kA1.pdb1	2178.8
3e1vA2.pdb1	3e1vB1.pdb1	800.85
3e1vA2.pdb1	3e1vB2.pdb1	1508.95
3e1vA2.pdb1	3e1vA1.pdb1	248.7
3e1vB1.pdb1	3e1vB2.pdb1	215.4
3e1vB1.pdb1	3e1vA1.pdb1	1508.95
3e1vB2.pdb1	3e1vA1.pdb1	800.85
4e1uB1.pdb1	4e1uA1.pdb1	558.4
3e1jA2.pdb1	3e1jA1.pdb1	30.5
