1buvT1.pdb1	1buvM1.pdb1	1362.15
2buwA1.pdb1	2buwB2.pdb1	163.85
2buwA5.pdb1	2buwB5.pdb1	3840.5
2buwA5.pdb1	2buwB7.pdb1	32.7
2buwA5.pdb1	2buwA4.pdb1	188.95
2buwA5.pdb1	2buwA7.pdb1	188.95
2buwA5.pdb1	2buwB4.pdb1	165.6
2buwA6.pdb1	2buwB6.pdb1	3832.7
2buwA6.pdb1	2buwB5.pdb1	65.85
2buwA6.pdb1	2buwB8.pdb1	165.9
2buwA6.pdb1	2buwA8.pdb1	188.95
2buwA6.pdb1	2buwB10.pdb1	33.0
2buwA2.pdb1	2buwA3.pdb1	188.95
2buwA2.pdb1	2buwB3.pdb1	165.9
2buwA2.pdb1	2buwB9.pdb1	65.85
2buwA2.pdb1	2buwB2.pdb1	3832.7
2buwB6.pdb1	2buwB5.pdb1	426.05
2buwB6.pdb1	2buwB8.pdb1	482.9
2buwB6.pdb1	2buwB2.pdb1	1514.7
2buwB6.pdb1	2buwA8.pdb1	32.7
2buwB6.pdb1	2buwB10.pdb1	484.75
2buwB11.pdb1	2buwB12.pdb1	484.75
2buwB11.pdb1	2buwB3.pdb1	426.05
2buwB11.pdb1	2buwB7.pdb1	1514.7
2buwB11.pdb1	2buwB9.pdb1	482.9
2buwB11.pdb1	2buwA11.pdb1	3832.7
2buwB11.pdb1	2buwA4.pdb1	65.95
2buwB11.pdb1	2buwA12.pdb1	163.85
2buwB11.pdb1	2buwB4.pdb1	425.85
2buwB5.pdb1	2buwB8.pdb1	1505.4
2buwB5.pdb1	2buwB7.pdb1	482.9
2buwB5.pdb1	2buwA4.pdb1	32.3
2buwB5.pdb1	2buwA7.pdb1	165.9
2buwB5.pdb1	2buwB4.pdb1	484.15
2buwB12.pdb1	2buwB8.pdb1	426.25
2buwB12.pdb1	2buwB7.pdb1	425.85
2buwB12.pdb1	2buwB9.pdb1	484.1
2buwB12.pdb1	2buwA11.pdb1	33.0
2buwB12.pdb1	2buwA8.pdb1	65.9
2buwB12.pdb1	2buwB10.pdb1	1516.9
2buwB12.pdb1	2buwA12.pdb1	3832.65
2buwA3.pdb1	2buwB3.pdb1	3840.5
2buwA3.pdb1	2buwB2.pdb1	32.7
2buwA3.pdb1	2buwB4.pdb1	65.9
2buwB8.pdb1	2buwB7.pdb1	426.05
2buwB8.pdb1	2buwA8.pdb1	3840.5
2buwB8.pdb1	2buwB10.pdb1	484.1
2buwB8.pdb1	2buwA7.pdb1	65.85
2buwB3.pdb1	2buwB9.pdb1	1505.4
2buwB3.pdb1	2buwB2.pdb1	482.9
2buwB3.pdb1	2buwA11.pdb1	65.85
2buwB3.pdb1	2buwB4.pdb1	426.25
2buwB7.pdb1	2buwA4.pdb1	163.85
2buwB7.pdb1	2buwA7.pdb1	3832.7
2buwB7.pdb1	2buwA12.pdb1	65.95
2buwB7.pdb1	2buwB4.pdb1	484.75
2buwB9.pdb1	2buwB2.pdb1	426.05
2buwB9.pdb1	2buwA11.pdb1	165.9
2buwB9.pdb1	2buwB10.pdb1	426.25
2buwB9.pdb1	2buwA12.pdb1	32.3
2buwB2.pdb1	2buwB10.pdb1	425.85
2buwA11.pdb1	2buwA12.pdb1	189.1
2buwA8.pdb1	2buwB10.pdb1	165.6
2buwA4.pdb1	2buwA7.pdb1	189.1
2buwA4.pdb1	2buwB4.pdb1	3832.65
2buwA7.pdb1	2buwB4.pdb1	33.05
6bunB1.pdb1	6bunC1.pdb1	696.75
6bunB1.pdb1	6bunD1.pdb1	1406.45
6bunB1.pdb1	6bunA1.pdb1	621.5
6bunC1.pdb1	6bunD1.pdb1	558.65
6bunC1.pdb1	6bunA1.pdb1	1409.05
6bunD1.pdb1	6bunA1.pdb1	589.6
3bumA1.pdb3	3bumB1.pdb3	427.1
5bu5E1.pdb2	5bu5D1.pdb2	3979.15
5bu5E1.pdb2	5bu5F1.pdb2	4001.45
5bu5D1.pdb2	5bu5F1.pdb2	3988.45
1bu6O1.pdb2	1bu6Y1.pdb2	1705.45
3buaF1.pdb3	3buaB1.pdb3	773.05
3bueA1.pdb1	3bueC1.pdb1	477.95
3bueA1.pdb1	3bueE1.pdb1	36.5
3bueA1.pdb1	3bueB1.pdb1	442.5
3bueA1.pdb1	3bueF1.pdb1	332.1
3bueC1.pdb1	3bueB1.pdb1	413.55
3bueC1.pdb1	3bueF1.pdb1	31.8
3bueC1.pdb1	3bueD1.pdb1	314.6
3bueE1.pdb1	3bueB1.pdb1	382.15
3bueE1.pdb1	3bueF1.pdb1	412.95
3bueE1.pdb1	3bueD1.pdb1	470.95
3bueB1.pdb1	3bueD1.pdb1	39.25
3bueF1.pdb1	3bueD1.pdb1	460.6
5bu8B2.pdb2	5bu8B3.pdb2	16098.5
5bu8B2.pdb2	5bu8B1.pdb2	16098.5
5bu8B3.pdb2	5bu8B1.pdb2	16098.5
3buaA1.pdb1	3buaD1.pdb1	519.5
3buaA1.pdb1	3buaH1.pdb1	152.15
3buaA1.pdb1	3buaE1.pdb1	815.85
3buaA1.pdb1	3buaB1.pdb1	1312.85
3buaD1.pdb1	3buaH1.pdb1	787.9
3buaD1.pdb1	3buaE1.pdb1	139.8
3buaD1.pdb1	3buaG1.pdb1	45.4
3buaD1.pdb1	3buaC1.pdb1	1291.6
3buaH1.pdb1	3buaE1.pdb1	34.8
3buaE1.pdb1	3buaB1.pdb1	38.45
3buaG1.pdb1	3buaC1.pdb1	810.25
3buaC1.pdb1	3buaB1.pdb1	413.15
3buaF1.pdb1	3buaB1.pdb1	775.95
2bu6A1.pdb1	2bu6A2.pdb1	1969.2
2buvB1.pdb1	2buvB5.pdb1	430.0
2buvB1.pdb1	2buvB6.pdb1	429.5
2buvB1.pdb1	2buvB3.pdb1	491.0
2buvB1.pdb1	2buvA3.pdb1	169.0
2buvB1.pdb1	2buvA2.pdb1	37.45
2buvB1.pdb1	2buvA1.pdb1	3864.85
2buvB1.pdb1	2buvB4.pdb1	1511.1
2buvB1.pdb1	2buvA5.pdb1	66.0
2buvB1.pdb1	2buvB2.pdb1	492.3
2buvB5.pdb1	2buvB6.pdb1	429.75
2buvB5.pdb1	2buvA6.pdb1	65.4
2buvB5.pdb1	2buvB7.pdb1	490.95
2buvB5.pdb1	2buvB8.pdb1	1504.7
2buvB5.pdb1	2buvB4.pdb1	491.0
2buvB5.pdb1	2buvA5.pdb1	3865.6
2buvB5.pdb1	2buvA7.pdb1	169.0
2buvB5.pdb1	2buvA4.pdb1	37.15
2buvA10.pdb1	2buvB6.pdb1	167.25
2buvA10.pdb1	2buvA6.pdb1	188.35
2buvA10.pdb1	2buvB10.pdb1	3864.85
2buvA10.pdb1	2buvA8.pdb1	187.95
2buvA10.pdb1	2buvB8.pdb1	37.15
2buvA10.pdb1	2buvB2.pdb1	65.55
2buvB6.pdb1	2buvA6.pdb1	3865.5
2buvB6.pdb1	2buvA1.pdb1	65.55
2buvB6.pdb1	2buvB10.pdb1	492.3
2buvB6.pdb1	2buvA8.pdb1	37.55
2buvB6.pdb1	2buvB8.pdb1	490.9
2buvB6.pdb1	2buvB2.pdb1	1509.0
2buvB3.pdb1	2buvB11.pdb1	429.75
2buvB3.pdb1	2buvA11.pdb1	65.4
2buvB3.pdb1	2buvA3.pdb1	3865.6
2buvB3.pdb1	2buvA2.pdb1	169.0
2buvB3.pdb1	2buvA1.pdb1	37.15
2buvB3.pdb1	2buvB9.pdb1	1504.7
2buvB3.pdb1	2buvB4.pdb1	430.0
2buvB3.pdb1	2buvB2.pdb1	490.95
2buvB11.pdb1	2buvA11.pdb1	3865.5
2buvB11.pdb1	2buvA9.pdb1	37.55
2buvB11.pdb1	2buvB7.pdb1	1509.0
2buvB11.pdb1	2buvA12.pdb1	167.25
2buvB11.pdb1	2buvB9.pdb1	490.9
2buvB11.pdb1	2buvB4.pdb1	429.5
2buvB11.pdb1	2buvA4.pdb1	65.55
2buvB11.pdb1	2buvB12.pdb1	492.3
2buvA6.pdb1	2buvB10.pdb1	37.4
2buvA6.pdb1	2buvA8.pdb1	188.2
2buvA6.pdb1	2buvB8.pdb1	169.0
2buvA11.pdb1	2buvA9.pdb1	188.2
2buvA11.pdb1	2buvA12.pdb1	188.35
2buvA11.pdb1	2buvB9.pdb1	169.0
2buvA11.pdb1	2buvB12.pdb1	37.4
2buvA9.pdb1	2buvB10.pdb1	66.0
2buvA9.pdb1	2buvA12.pdb1	187.95
2buvA9.pdb1	2buvB9.pdb1	3865.6
2buvA9.pdb1	2buvB12.pdb1	169.0
2buvA3.pdb1	2buvA2.pdb1	188.2
2buvA3.pdb1	2buvA1.pdb1	187.95
2buvA3.pdb1	2buvB4.pdb1	66.0
2buvA3.pdb1	2buvB2.pdb1	37.55
2buvA2.pdb1	2buvA1.pdb1	188.35
2buvA2.pdb1	2buvB9.pdb1	65.4
2buvA2.pdb1	2buvB2.pdb1	3865.5
2buvA1.pdb1	2buvB2.pdb1	167.3
2buvB10.pdb1	2buvA8.pdb1	169.0
2buvB10.pdb1	2buvB8.pdb1	491.0
2buvB10.pdb1	2buvB9.pdb1	430.0
2buvB10.pdb1	2buvB2.pdb1	429.5
2buvB10.pdb1	2buvB12.pdb1	1511.1
2buvA8.pdb1	2buvB8.pdb1	3865.6
2buvA8.pdb1	2buvB12.pdb1	66.0
2buvB7.pdb1	2buvA12.pdb1	65.55
2buvB7.pdb1	2buvB8.pdb1	429.75
2buvB7.pdb1	2buvB4.pdb1	492.3
2buvB7.pdb1	2buvA5.pdb1	37.55
2buvB7.pdb1	2buvA7.pdb1	3865.5
2buvB7.pdb1	2buvA4.pdb1	167.3
2buvB7.pdb1	2buvB12.pdb1	429.5
2buvA12.pdb1	2buvB9.pdb1	37.15
2buvA12.pdb1	2buvB12.pdb1	3864.85
2buvB8.pdb1	2buvA7.pdb1	65.4
2buvB8.pdb1	2buvB12.pdb1	430.0
2buvB9.pdb1	2buvB2.pdb1	429.75
2buvB9.pdb1	2buvB12.pdb1	491.0
2buvB4.pdb1	2buvA5.pdb1	169.0
2buvB4.pdb1	2buvA7.pdb1	37.45
2buvB4.pdb1	2buvA4.pdb1	3864.85
2buvA5.pdb1	2buvA7.pdb1	188.2
2buvA5.pdb1	2buvA4.pdb1	187.95
2buvA7.pdb1	2buvA4.pdb1	188.35
2buhD1.pdb2	2buhC1.pdb2	2962.05
1buxB1.pdb1	1buxC2.pdb1	9.9
1buxB1.pdb1	1buxA1.pdb1	730.65
1buxB1.pdb1	1buxB2.pdb1	629.85
1buxB1.pdb1	1buxC1.pdb1	727.25
1buxA2.pdb1	1buxC2.pdb1	732.15
1buxA2.pdb1	1buxA1.pdb1	14.65
1buxA2.pdb1	1buxB2.pdb1	730.6
1buxA2.pdb1	1buxC1.pdb1	636.7
1buxC2.pdb1	1buxA1.pdb1	636.75
1buxC2.pdb1	1buxB2.pdb1	727.2
1buxA1.pdb1	1buxC1.pdb1	732.2
1buxB2.pdb1	1buxC1.pdb1	9.9
2bumB6.pdb1	2bumA5.pdb1	62.85
2bumB6.pdb1	2bumB5.pdb1	407.4
2bumB6.pdb1	2bumB10.pdb1	496.85
2bumB6.pdb1	2bumB8.pdb1	1528.8
2bumB6.pdb1	2bumB7.pdb1	407.5
2bumB6.pdb1	2bumA10.pdb1	137.75
2bumB6.pdb1	2bumA6.pdb1	3745.65
2bumB6.pdb1	2bumB11.pdb1	499.75
2bumB6.pdb1	2bumA11.pdb1	43.2
2bumB4.pdb1	2bumB2.pdb1	407.5
2bumB4.pdb1	2bumA4.pdb1	3745.7
2bumB4.pdb1	2bumB9.pdb1	499.75
2bumB4.pdb1	2bumB12.pdb1	496.85
2bumB4.pdb1	2bumA3.pdb1	62.85
2bumB4.pdb1	2bumA12.pdb1	137.75
2bumB4.pdb1	2bumB1.pdb1	1528.8
2bumB4.pdb1	2bumA9.pdb1	43.2
2bumB4.pdb1	2bumB3.pdb1	407.4
2bumA5.pdb1	2bumB2.pdb1	44.0
2bumA5.pdb1	2bumB5.pdb1	3746.6
2bumA5.pdb1	2bumB8.pdb1	137.75
2bumA5.pdb1	2bumA8.pdb1	155.8
2bumA5.pdb1	2bumA2.pdb1	156.05
2bumB2.pdb1	2bumA4.pdb1	63.35
2bumB2.pdb1	2bumB9.pdb1	1529.9
2bumB2.pdb1	2bumB5.pdb1	497.45
2bumB2.pdb1	2bumB8.pdb1	499.75
2bumB2.pdb1	2bumA8.pdb1	137.15
2bumB2.pdb1	2bumA2.pdb1	3744.3
2bumB2.pdb1	2bumB3.pdb1	407.0
2bumA4.pdb1	2bumB9.pdb1	137.15
2bumA4.pdb1	2bumB12.pdb1	43.95
2bumA4.pdb1	2bumA12.pdb1	155.8
2bumA4.pdb1	2bumA9.pdb1	155.75
2bumB9.pdb1	2bumB12.pdb1	497.45
2bumB9.pdb1	2bumA12.pdb1	44.0
2bumB9.pdb1	2bumB10.pdb1	407.0
2bumB9.pdb1	2bumB8.pdb1	407.5
2bumB9.pdb1	2bumA9.pdb1	3744.3
2bumB9.pdb1	2bumA8.pdb1	63.35
2bumA7.pdb1	2bumB5.pdb1	63.25
2bumA7.pdb1	2bumA3.pdb1	156.05
2bumA7.pdb1	2bumB1.pdb1	43.2
2bumA7.pdb1	2bumA1.pdb1	155.75
2bumA7.pdb1	2bumB7.pdb1	3744.3
2bumA7.pdb1	2bumB3.pdb1	138.65
2bumB5.pdb1	2bumB8.pdb1	496.85
2bumB5.pdb1	2bumB7.pdb1	407.0
2bumB5.pdb1	2bumA8.pdb1	43.95
2bumB5.pdb1	2bumA2.pdb1	138.6
2bumB5.pdb1	2bumB3.pdb1	1521.1
2bumB12.pdb1	2bumA12.pdb1	3746.6
2bumB12.pdb1	2bumB10.pdb1	1521.1
2bumB12.pdb1	2bumB1.pdb1	407.4
2bumB12.pdb1	2bumA9.pdb1	138.65
2bumB12.pdb1	2bumB11.pdb1	407.0
2bumB12.pdb1	2bumA11.pdb1	63.3
2bumA3.pdb1	2bumB1.pdb1	137.75
2bumA3.pdb1	2bumA1.pdb1	155.8
2bumA3.pdb1	2bumB7.pdb1	44.0
2bumA3.pdb1	2bumB3.pdb1	3746.6
2bumA12.pdb1	2bumB1.pdb1	62.85
2bumA12.pdb1	2bumA9.pdb1	156.05
2bumB10.pdb1	2bumB8.pdb1	407.4
2bumB10.pdb1	2bumA10.pdb1	3746.6
2bumB10.pdb1	2bumA9.pdb1	63.25
2bumB10.pdb1	2bumA6.pdb1	43.95
2bumB10.pdb1	2bumB11.pdb1	497.45
2bumB10.pdb1	2bumA11.pdb1	138.6
2bumB1.pdb1	2bumA1.pdb1	3745.7
2bumB1.pdb1	2bumB7.pdb1	499.75
2bumB1.pdb1	2bumB11.pdb1	407.5
2bumB1.pdb1	2bumB3.pdb1	496.85
2bumB8.pdb1	2bumA10.pdb1	62.85
2bumB8.pdb1	2bumA8.pdb1	3745.65
2bumB8.pdb1	2bumA2.pdb1	43.2
2bumA1.pdb1	2bumB7.pdb1	137.15
2bumA1.pdb1	2bumB11.pdb1	63.35
2bumA1.pdb1	2bumB3.pdb1	43.95
2bumB7.pdb1	2bumA6.pdb1	63.35
2bumB7.pdb1	2bumB11.pdb1	1529.9
2bumB7.pdb1	2bumB3.pdb1	497.45
2bumA10.pdb1	2bumA6.pdb1	155.8
2bumA10.pdb1	2bumB11.pdb1	44.0
2bumA10.pdb1	2bumA11.pdb1	156.05
2bumA8.pdb1	2bumA2.pdb1	155.75
2bumA6.pdb1	2bumB11.pdb1	137.15
2bumA6.pdb1	2bumA11.pdb1	155.75
2bumA2.pdb1	2bumB3.pdb1	63.3
2bumB11.pdb1	2bumA11.pdb1	3744.3
2buxB12.pdb1	2buxA12.pdb1	3738.5
2buxB12.pdb1	2buxB10.pdb1	1535.0
2buxB12.pdb1	2buxA11.pdb1	67.8
2buxB12.pdb1	2buxA4.pdb1	50.95
2buxB12.pdb1	2buxB11.pdb1	421.35
2buxB12.pdb1	2buxB1.pdb1	422.35
2buxB12.pdb1	2buxA9.pdb1	123.4
2buxB12.pdb1	2buxB4.pdb1	496.45
2buxB12.pdb1	2buxB9.pdb1	495.5
2buxB6.pdb1	2buxB10.pdb1	496.4
2buxB6.pdb1	2buxA11.pdb1	51.25
2buxB6.pdb1	2buxA10.pdb1	122.7
2buxB6.pdb1	2buxB11.pdb1	495.25
2buxB6.pdb1	2buxA6.pdb1	3732.45
2buxB6.pdb1	2buxB8.pdb1	1546.1
2buxB6.pdb1	2buxB7.pdb1	421.8
2buxB6.pdb1	2buxA5.pdb1	68.1
2buxB6.pdb1	2buxB5.pdb1	422.3
2buxA12.pdb1	2buxA4.pdb1	132.4
2buxA12.pdb1	2buxB1.pdb1	68.1
2buxA12.pdb1	2buxA9.pdb1	133.45
2buxA12.pdb1	2buxB4.pdb1	122.8
2buxA12.pdb1	2buxB9.pdb1	51.45
2buxB2.pdb1	2buxA8.pdb1	122.2
2buxB2.pdb1	2buxA4.pdb1	68.3
2buxB2.pdb1	2buxB8.pdb1	495.25
2buxB2.pdb1	2buxB3.pdb1	421.35
2buxB2.pdb1	2buxA5.pdb1	51.45
2buxB2.pdb1	2buxA2.pdb1	3734.5
2buxB2.pdb1	2buxB4.pdb1	421.8
2buxB2.pdb1	2buxB5.pdb1	495.5
2buxB2.pdb1	2buxB9.pdb1	1546.4
2buxB10.pdb1	2buxA11.pdb1	123.4
2buxB10.pdb1	2buxA10.pdb1	3738.5
2buxB10.pdb1	2buxB11.pdb1	495.5
2buxB10.pdb1	2buxA6.pdb1	50.95
2buxB10.pdb1	2buxB8.pdb1	422.3
2buxB10.pdb1	2buxA9.pdb1	67.8
2buxB10.pdb1	2buxB9.pdb1	421.35
2buxA11.pdb1	2buxA10.pdb1	133.4
2buxA11.pdb1	2buxB11.pdb1	3734.5
2buxA11.pdb1	2buxA6.pdb1	132.35
2buxA10.pdb1	2buxB11.pdb1	51.45
2buxA10.pdb1	2buxA6.pdb1	132.4
2buxA10.pdb1	2buxB8.pdb1	68.1
2buxA8.pdb1	2buxB8.pdb1	3732.45
2buxA8.pdb1	2buxA5.pdb1	132.4
2buxA8.pdb1	2buxA2.pdb1	132.35
2buxA8.pdb1	2buxB5.pdb1	50.95
2buxA8.pdb1	2buxB9.pdb1	68.3
2buxA4.pdb1	2buxA9.pdb1	132.35
2buxA4.pdb1	2buxB4.pdb1	3732.45
2buxA4.pdb1	2buxB9.pdb1	122.2
2buxB11.pdb1	2buxA6.pdb1	122.2
2buxB11.pdb1	2buxB1.pdb1	421.8
2buxB11.pdb1	2buxB7.pdb1	1546.4
2buxB11.pdb1	2buxA1.pdb1	68.3
2buxA6.pdb1	2buxB7.pdb1	68.3
2buxB8.pdb1	2buxA5.pdb1	122.7
2buxB8.pdb1	2buxA2.pdb1	51.25
2buxB8.pdb1	2buxB5.pdb1	496.4
2buxB8.pdb1	2buxB9.pdb1	421.8
2buxB1.pdb1	2buxB3.pdb1	496.45
2buxB1.pdb1	2buxA3.pdb1	122.8
2buxB1.pdb1	2buxB7.pdb1	495.3
2buxB1.pdb1	2buxA1.pdb1	3732.45
2buxB1.pdb1	2buxA7.pdb1	51.3
2buxB1.pdb1	2buxB4.pdb1	1546.1
2buxB3.pdb1	2buxA3.pdb1	3738.5
2buxB3.pdb1	2buxB7.pdb1	495.5
2buxB3.pdb1	2buxA1.pdb1	50.95
2buxB3.pdb1	2buxA2.pdb1	67.85
2buxB3.pdb1	2buxA7.pdb1	123.4
2buxB3.pdb1	2buxB4.pdb1	422.35
2buxB3.pdb1	2buxB5.pdb1	1535.0
2buxA3.pdb1	2buxB7.pdb1	51.45
2buxA3.pdb1	2buxA1.pdb1	132.4
2buxA3.pdb1	2buxA7.pdb1	133.45
2buxA3.pdb1	2buxB4.pdb1	68.1
2buxB7.pdb1	2buxA1.pdb1	122.2
2buxB7.pdb1	2buxA7.pdb1	3734.5
2buxB7.pdb1	2buxB5.pdb1	421.35
2buxA5.pdb1	2buxA2.pdb1	133.4
2buxA5.pdb1	2buxB5.pdb1	3738.5
2buxA9.pdb1	2buxB4.pdb1	51.3
2buxA9.pdb1	2buxB9.pdb1	3734.5
2buxA1.pdb1	2buxA7.pdb1	132.35
2buxA2.pdb1	2buxB5.pdb1	123.4
2buxA7.pdb1	2buxB5.pdb1	67.8
2buxB4.pdb1	2buxB9.pdb1	495.3
2buoT1.pdb1	2buoA1.pdb1	625.0
4bumX2.pdb1	4bumX1.pdb1	557.85
2butA2.pdb1	2butB8.pdb1	35.1
2butA2.pdb1	2butB3.pdb1	66.45
2butA2.pdb1	2butA8.pdb1	184.4
2butA2.pdb1	2butB5.pdb1	145.15
2butA2.pdb1	2butA5.pdb1	184.65
2butA2.pdb1	2butB2.pdb1	3828.85
2butB6.pdb1	2butA11.pdb1	35.1
2butB6.pdb1	2butB8.pdb1	1516.9
2butB6.pdb1	2butA6.pdb1	3832.55
2butB6.pdb1	2butB5.pdb1	424.45
2butB6.pdb1	2butB10.pdb1	493.8
2butB6.pdb1	2butA5.pdb1	66.3
2butB6.pdb1	2butA10.pdb1	143.85
2butB6.pdb1	2butB7.pdb1	426.2
2butB6.pdb1	2butB11.pdb1	494.7
2butA11.pdb1	2butA6.pdb1	184.4
2butA11.pdb1	2butB10.pdb1	145.15
2butA11.pdb1	2butA10.pdb1	184.65
2butA11.pdb1	2butB12.pdb1	66.45
2butA11.pdb1	2butB11.pdb1	3828.85
2butB8.pdb1	2butA8.pdb1	3832.55
2butB8.pdb1	2butB5.pdb1	493.8
2butB8.pdb1	2butB10.pdb1	424.45
2butB8.pdb1	2butB9.pdb1	426.2
2butB8.pdb1	2butA5.pdb1	143.85
2butB8.pdb1	2butA10.pdb1	66.3
2butB8.pdb1	2butB2.pdb1	494.7
2butA6.pdb1	2butB10.pdb1	35.0
2butA6.pdb1	2butA10.pdb1	184.0
2butA6.pdb1	2butB7.pdb1	66.1
2butA6.pdb1	2butB11.pdb1	144.15
2butB3.pdb1	2butA3.pdb1	3837.3
2butB3.pdb1	2butB4.pdb1	424.45
2butB3.pdb1	2butB5.pdb1	1507.1
2butB3.pdb1	2butB1.pdb1	493.8
2butB3.pdb1	2butB7.pdb1	493.8
2butB3.pdb1	2butB2.pdb1	424.7
2butB3.pdb1	2butA7.pdb1	145.15
2butB3.pdb1	2butA1.pdb1	35.0
2butA3.pdb1	2butB4.pdb1	66.3
2butA3.pdb1	2butB1.pdb1	143.85
2butA3.pdb1	2butB7.pdb1	34.65
2butA3.pdb1	2butA7.pdb1	184.6
2butA3.pdb1	2butA1.pdb1	184.0
2butA8.pdb1	2butB5.pdb1	35.0
2butA8.pdb1	2butB9.pdb1	66.1
2butA8.pdb1	2butA5.pdb1	184.0
2butA8.pdb1	2butB2.pdb1	144.15
2butA9.pdb1	2butB4.pdb1	35.1
2butA9.pdb1	2butA4.pdb1	184.4
2butA9.pdb1	2butB10.pdb1	66.45
2butA9.pdb1	2butB9.pdb1	3828.85
2butA9.pdb1	2butA12.pdb1	184.6
2butA9.pdb1	2butB12.pdb1	145.15
2butB4.pdb1	2butA4.pdb1	3832.6
2butB4.pdb1	2butB9.pdb1	494.7
2butB4.pdb1	2butA12.pdb1	143.85
2butB4.pdb1	2butB1.pdb1	1516.9
2butB4.pdb1	2butB12.pdb1	493.8
2butB4.pdb1	2butB2.pdb1	426.2
2butB5.pdb1	2butA5.pdb1	3837.25
2butB5.pdb1	2butB7.pdb1	424.7
2butB5.pdb1	2butB2.pdb1	493.8
2butB5.pdb1	2butA7.pdb1	66.45
2butA4.pdb1	2butB9.pdb1	144.15
2butA4.pdb1	2butA12.pdb1	184.0
2butA4.pdb1	2butB12.pdb1	35.0
2butA4.pdb1	2butB2.pdb1	66.1
2butB10.pdb1	2butB9.pdb1	424.7
2butB10.pdb1	2butA10.pdb1	3837.25
2butB10.pdb1	2butB12.pdb1	1507.1
2butB10.pdb1	2butB11.pdb1	493.8
2butB9.pdb1	2butA12.pdb1	34.65
2butB9.pdb1	2butB12.pdb1	493.8
2butB9.pdb1	2butB2.pdb1	1513.85
2butA12.pdb1	2butB1.pdb1	66.3
2butA12.pdb1	2butB12.pdb1	3837.3
2butB1.pdb1	2butB7.pdb1	494.7
2butB1.pdb1	2butB12.pdb1	424.45
2butB1.pdb1	2butA7.pdb1	35.1
2butB1.pdb1	2butA1.pdb1	3832.6
2butB1.pdb1	2butB11.pdb1	426.2
2butA5.pdb1	2butB2.pdb1	34.65
2butA10.pdb1	2butB11.pdb1	34.65
2butB7.pdb1	2butA7.pdb1	3828.85
2butB7.pdb1	2butA1.pdb1	144.15
2butB7.pdb1	2butB11.pdb1	1513.85
2butB12.pdb1	2butB11.pdb1	424.7
2butA7.pdb1	2butA1.pdb1	184.4
2butA1.pdb1	2butB11.pdb1	66.1
5bu3C1.pdb2	5bu3D1.pdb2	1510.4
5buvB2.pdb2	5buvB1.pdb2	1807.4
5bucA1.pdb1	5bucB1.pdb1	1972.6
2buqA4.pdb1	2buqB4.pdb1	3831.3
2buqA4.pdb1	2buqB11.pdb1	65.85
2buqA4.pdb1	2buqA7.pdb1	176.9
2buqA4.pdb1	2buqA5.pdb1	176.2
2buqA4.pdb1	2buqB7.pdb1	142.05
2buqA4.pdb1	2buqB5.pdb1	25.0
2buqA12.pdb1	2buqB11.pdb1	142.05
2buqA12.pdb1	2buqB12.pdb1	3831.3
2buqA12.pdb1	2buqB7.pdb1	65.85
2buqA12.pdb1	2buqA9.pdb1	176.2
2buqA12.pdb1	2buqA11.pdb1	176.9
2buqA12.pdb1	2buqB9.pdb1	25.0
2buqB10.pdb1	2buqB12.pdb1	1532.6
2buqB10.pdb1	2buqA6.pdb1	25.0
2buqB10.pdb1	2buqA10.pdb1	3831.3
2buqB10.pdb1	2buqA9.pdb1	65.25
2buqB10.pdb1	2buqB6.pdb1	488.25
2buqB10.pdb1	2buqB2.pdb1	433.3
2buqB10.pdb1	2buqA8.pdb1	143.5
2buqB10.pdb1	2buqB9.pdb1	431.2
2buqB10.pdb1	2buqB8.pdb1	488.15
2buqA3.pdb1	2buqB3.pdb1	3836.0
2buqA3.pdb1	2buqB4.pdb1	65.25
2buqA3.pdb1	2buqA2.pdb1	177.35
2buqA3.pdb1	2buqB1.pdb1	143.5
2buqA3.pdb1	2buqB2.pdb1	24.95
2buqA3.pdb1	2buqA1.pdb1	176.2
2buqB3.pdb1	2buqB4.pdb1	431.2
2buqB3.pdb1	2buqA2.pdb1	143.7
2buqB3.pdb1	2buqB11.pdb1	430.8
2buqB3.pdb1	2buqB1.pdb1	488.15
2buqB3.pdb1	2buqA11.pdb1	65.15
2buqB3.pdb1	2buqB2.pdb1	485.9
2buqB3.pdb1	2buqB9.pdb1	1524.0
2buqB3.pdb1	2buqA1.pdb1	25.0
2buqB4.pdb1	2buqB11.pdb1	433.3
2buqB4.pdb1	2buqB1.pdb1	1532.7
2buqB4.pdb1	2buqA7.pdb1	25.0
2buqB4.pdb1	2buqA5.pdb1	143.5
2buqB4.pdb1	2buqB7.pdb1	488.25
2buqB4.pdb1	2buqB5.pdb1	488.15
2buqA2.pdb1	2buqB1.pdb1	25.0
2buqA2.pdb1	2buqB2.pdb1	3832.1
2buqA2.pdb1	2buqB9.pdb1	65.15
2buqA2.pdb1	2buqA1.pdb1	176.9
2buqB11.pdb1	2buqB12.pdb1	488.25
2buqB11.pdb1	2buqB7.pdb1	1529.7
2buqB11.pdb1	2buqA9.pdb1	24.9
2buqB11.pdb1	2buqA11.pdb1	3832.1
2buqB11.pdb1	2buqB9.pdb1	485.9
2buqB1.pdb1	2buqA5.pdb1	65.25
2buqB1.pdb1	2buqB5.pdb1	431.2
2buqB1.pdb1	2buqB6.pdb1	433.3
2buqB1.pdb1	2buqB2.pdb1	488.25
2buqB1.pdb1	2buqA1.pdb1	3831.3
